lat,lon,sst
-20.0,180.0,28.15
-19.5,180.0,28.15
-19.0,180.0,28.3
-18.5,180.0,28.3
-18.0,180.0,28.3
-17.5,180.0,28.15
-17.0,180.0,28.3
-16.5,180.0,28.44
-16.0,180.0,28.15
-15.5,180.0,28.44
-15.0,180.0,28.44
-14.5,180.0,28.3
-14.0,180.0,28.3
-13.5,180.0,28.59
-13.0,180.0,28.15
-12.5,180.0,28.44
-12.0,180.0,28.44
-11.5,180.0,28.44
-11.0,180.0,28.74
-10.5,180.0,28.74
-10.0,180.0,28.44
-9.5,180.0,28.59
-9.0,180.0,28.74
-8.5,180.0,29.17
-8.0,180.0,28.74
-7.5,180.0,29.32
-7.0,180.0,29.17
-6.5,180.0,28.74
-6.0,180.0,29.17
-5.5,180.0,28.88
-5.0,180.0,28.74
-4.5,180.0,28.59
-4.0,180.0,28.59
-3.5,180.0,28.59
-3.0,180.0,28.59
-2.5,180.0,28.59
-2.0,180.0,28.74
-1.5,180.0,28.74
-1.0,180.0,28.88
-0.5,180.0,29.03
0.0,180.0,29.03
0.5,180.0,29.32
1.0,180.0,29.32
1.5,180.0,29.46
2.0,180.0,29.61
2.5,180.0,29.76
3.0,180.0,29.9
3.5,180.0,29.76
4.0,180.0,29.9
5.0,180.0,29.9
5.5,180.0,29.9
6.0,180.0,29.9
6.5,180.0,29.9
7.0,180.0,29.76
7.5,180.0,29.76
8.0,180.0,29.61
9.0,180.0,29.32
9.5,180.0,29.32
10.0,180.0,29.03
10.5,180.0,29.03
11.0,180.0,28.88
11.5,180.0,28.74
12.0,180.0,28.59
12.5,180.0,28.3
13.0,180.0,28.15
13.5,180.0,28.01
14.0,180.0,28.15
14.5,180.0,27.43
15.0,180.0,27.86
15.5,180.0,26.84
16.0,180.0,26.84
16.5,180.0,26.41
17.0,180.0,25.53
17.5,180.0,25.82
18.0,180.0,25.53
18.5,180.0,25.39
19.0,180.0,24.22
19.5,180.0,23.78
20.0,180.0,23.64
-20.0,180.5,28.15
-19.5,180.5,28.3
-19.0,180.5,28.15
-18.5,180.5,28.15
-18.0,180.5,28.3
-17.5,180.5,28.3
-17.0,180.5,28.15
-16.5,180.5,28.3
-16.0,180.5,28.15
-15.5,180.5,28.3
-15.0,180.5,28.15
-14.5,180.5,28.3
-14.0,180.5,28.3
-13.5,180.5,28.3
-13.0,180.5,28.59
-12.5,180.5,28.3
-12.0,180.5,28.59
-11.5,180.5,28.59
-11.0,180.5,28.3
-10.0,180.5,28.74
-9.5,180.5,28.74
-8.5,180.5,28.74
-8.0,180.5,28.74
-7.0,180.5,29.03
-6.5,180.5,29.17
-6.0,180.5,29.17
-5.5,180.5,29.03
-5.0,180.5,28.88
-4.5,180.5,28.59
-4.0,180.5,28.44
-3.5,180.5,28.59
-3.0,180.5,28.59
-2.5,180.5,28.59
-2.0,180.5,28.74
-0.5,180.5,28.88
0.0,180.5,29.17
1.0,180.5,29.32
1.5,180.5,29.46
3.0,180.5,29.46
3.5,180.5,29.61
4.0,180.5,29.9
5.5,180.5,29.76
6.0,180.5,29.9
6.5,180.5,29.76
7.0,180.5,29.76
7.5,180.5,29.61
8.0,180.5,29.61
8.5,180.5,29.46
9.0,180.5,29.32
9.5,180.5,29.32
10.0,180.5,29.17
10.5,180.5,29.03
11.0,180.5,28.88
11.5,180.5,28.74
12.0,180.5,28.59
12.5,180.5,28.44
13.0,180.5,28.3
13.5,180.5,28.01
14.0,180.5,28.01
14.5,180.5,27.57
15.0,180.5,27.13
15.5,180.5,26.84
16.0,180.5,26.84
16.5,180.5,25.97
17.0,180.5,25.68
17.5,180.5,25.82
18.0,180.5,25.24
18.5,180.5,25.09
19.0,180.5,24.07
19.5,180.5,24.22
20.0,180.5,23.78
-20.0,181.0,28.15
-19.5,181.0,28.3
-19.0,181.0,28.3
-18.5,181.0,28.15
-18.0,181.0,28.3
-17.5,181.0,28.15
-17.0,181.0,28.15
-16.5,181.0,28.3
-16.0,181.0,28.3
-15.5,181.0,28.01
-15.0,181.0,28.3
-14.5,181.0,28.44
-14.0,181.0,28.59
-13.5,181.0,28.59
-13.0,181.0,28.59
-12.5,181.0,28.74
-12.0,181.0,28.44
-11.5,181.0,28.74
-11.0,181.0,28.59
-10.5,181.0,28.74
-10.0,181.0,28.74
-9.5,181.0,29.03
-8.5,181.0,28.74
-8.0,181.0,28.74
-7.5,181.0,29.32
-7.0,181.0,29.32
-6.5,181.0,29.17
-6.0,181.0,29.17
-5.5,181.0,28.88
-5.0,181.0,28.88
-4.5,181.0,28.59
-4.0,181.0,28.59
-3.5,181.0,28.59
-3.0,181.0,28.59
-2.5,181.0,28.59
-2.0,181.0,28.59
-1.5,181.0,28.74
-1.0,181.0,28.74
-0.5,181.0,28.88
0.0,181.0,28.88
0.5,181.0,29.32
1.0,181.0,29.32
1.5,181.0,29.46
2.0,181.0,29.61
3.0,181.0,29.46
3.5,181.0,29.61
4.0,181.0,29.9
5.0,181.0,29.76
5.5,181.0,29.76
6.5,181.0,29.76
7.0,181.0,29.76
7.5,181.0,29.61
8.0,181.0,29.61
8.5,181.0,29.46
9.0,181.0,29.32
9.5,181.0,29.32
10.0,181.0,29.17
10.5,181.0,29.03
11.0,181.0,28.88
11.5,181.0,28.74
12.0,181.0,28.59
12.5,181.0,28.44
13.0,181.0,28.3
13.5,181.0,28.44
14.0,181.0,28.15
14.5,181.0,27.57
15.0,181.0,27.28
15.5,181.0,27.43
16.0,181.0,27.13
16.5,181.0,26.11
17.0,181.0,25.97
17.5,181.0,25.24
18.0,181.0,24.8
18.5,181.0,24.8
19.0,181.0,24.8
20.0,181.0,23.35
-20.0,181.5,28.15
-19.5,181.5,28.15
-19.0,181.5,28.15
-18.5,181.5,28.15
-18.0,181.5,28.3
-17.5,181.5,28.15
-17.0,181.5,28.3
-16.5,181.5,28.3
-16.0,181.5,28.44
-15.5,181.5,28.3
-15.0,181.5,28.44
-14.5,181.5,28.3
-14.0,181.5,28.44
-13.5,181.5,28.15
-13.0,181.5,28.59
-12.5,181.5,28.74
-12.0,181.5,28.59
-11.0,181.5,28.44
-10.5,181.5,28.74
-10.0,181.5,28.44
-9.5,181.5,28.88
-9.0,181.5,28.74
-8.5,181.5,29.17
-8.0,181.5,29.17
-7.5,181.5,28.74
-6.5,181.5,28.74
-6.0,181.5,29.03
-5.5,181.5,29.03
-5.0,181.5,28.88
-4.5,181.5,28.74
-4.0,181.5,28.59
-3.5,181.5,28.44
-3.0,181.5,28.59
-2.5,181.5,28.59
-2.0,181.5,28.59
-1.5,181.5,28.74
-1.0,181.5,28.74
-0.5,181.5,28.88
0.0,181.5,28.88
0.5,181.5,29.32
1.0,181.5,29.32
1.5,181.5,29.46
2.0,181.5,29.17
2.5,181.5,29.61
4.5,181.5,29.9
5.5,181.5,29.76
6.0,181.5,29.76
6.5,181.5,29.76
7.5,181.5,29.76
8.0,181.5,29.61
8.5,181.5,29.61
9.0,181.5,29.32
9.5,181.5,29.17
10.0,181.5,29.17
10.5,181.5,29.03
11.0,181.5,29.03
11.5,181.5,28.74
12.0,181.5,28.74
12.5,181.5,28.59
13.0,181.5,28.59
13.5,181.5,28.44
14.0,181.5,28.3
14.5,181.5,27.57
15.0,181.5,27.43
15.5,181.5,27.72
16.0,181.5,27.13
16.5,181.5,26.41
17.0,181.5,26.26
17.5,181.5,25.82
18.0,181.5,25.39
18.5,181.5,25.24
19.0,181.5,25.09
19.5,181.5,24.95
20.0,181.5,23.64
-20.0,182.0,28.15
-19.5,182.0,28.3
-19.0,182.0,28.15
-18.5,182.0,28.3
-18.0,182.0,28.3
-17.5,182.0,28.15
-17.0,182.0,28.3
-16.5,182.0,28.15
-16.0,182.0,28.15
-15.5,182.0,28.3
-15.0,182.0,28.3
-14.5,182.0,28.3
-14.0,182.0,28.59
-13.5,182.0,28.59
-13.0,182.0,28.3
-12.5,182.0,28.44
-12.0,182.0,28.3
-11.5,182.0,28.44
-11.0,182.0,28.59
-10.5,182.0,28.59
-10.0,182.0,28.88
-9.5,182.0,28.88
-9.0,182.0,28.88
-8.5,182.0,29.17
-7.5,182.0,29.03
-6.5,182.0,29.03
-6.0,182.0,29.17
-5.5,182.0,29.03
-5.0,182.0,28.88
-4.5,182.0,28.59
-4.0,182.0,28.74
-3.0,182.0,28.59
-2.5,182.0,28.74
-2.0,182.0,28.59
-1.5,182.0,28.74
-1.0,182.0,28.88
-0.5,182.0,28.88
0.0,182.0,28.88
0.5,182.0,29.03
1.0,182.0,29.03
2.0,182.0,29.32
3.0,182.0,29.76
4.0,182.0,29.9
4.5,182.0,29.9
5.5,182.0,29.76
7.0,182.0,29.9
7.5,182.0,29.76
8.0,182.0,29.61
8.5,182.0,29.61
9.0,182.0,29.32
9.5,182.0,29.17
10.0,182.0,29.17
10.5,182.0,29.03
11.0,182.0,29.03
11.5,182.0,28.74
12.0,182.0,28.59
12.5,182.0,28.44
13.0,182.0,28.3
13.5,182.0,28.15
14.0,182.0,27.86
14.5,182.0,27.57
15.0,182.0,28.01
15.5,182.0,26.99
16.0,182.0,26.7
16.5,182.0,26.84
17.0,182.0,26.41
17.5,182.0,26.26
18.0,182.0,26.11
18.5,182.0,25.09
19.0,182.0,24.95
19.5,182.0,24.66
20.0,182.0,23.93
-20.0,182.5,28.15
-19.5,182.5,28.3
-19.0,182.5,28.15
-18.5,182.5,28.3
-18.0,182.5,28.15
-17.5,182.5,28.15
-17.0,182.5,28.3
-16.5,182.5,28.3
-16.0,182.5,28.3
-15.5,182.5,28.3
-15.0,182.5,28.3
-14.5,182.5,28.44
-14.0,182.5,28.59
-13.5,182.5,28.59
-13.0,182.5,28.59
-12.5,182.5,28.59
-12.0,182.5,28.59
-11.5,182.5,28.59
-11.0,182.5,28.44
-10.5,182.5,28.74
-10.0,182.5,28.88
-9.5,182.5,28.88
-9.0,182.5,29.03
-8.5,182.5,29.17
-8.0,182.5,29.17
-7.5,182.5,28.74
-7.0,182.5,28.88
-6.5,182.5,29.03
-6.0,182.5,29.17
-5.5,182.5,29.03
-5.0,182.5,29.03
-4.5,182.5,28.88
-4.0,182.5,28.59
-3.5,182.5,28.88
-3.0,182.5,28.88
-2.5,182.5,29.03
-2.0,182.5,28.59
-1.5,182.5,28.74
-1.0,182.5,28.74
-0.5,182.5,28.88
0.5,182.5,29.03
1.0,182.5,29.46
1.5,182.5,29.03
2.0,182.5,29.46
2.5,182.5,29.76
4.0,182.5,29.9
4.5,182.5,29.9
5.0,182.5,29.76
6.0,182.5,29.76
8.0,182.5,29.76
8.5,182.5,29.61
9.0,182.5,29.32
9.5,182.5,29.32
10.0,182.5,29.03
10.5,182.5,29.03
11.0,182.5,28.88
11.5,182.5,28.88
13.0,182.5,28.59
13.5,182.5,28.59
14.5,182.5,27.72
15.0,182.5,27.43
15.5,182.5,27.28
16.0,182.5,27.43
16.5,182.5,27.28
17.0,182.5,26.7
17.5,182.5,25.97
18.0,182.5,25.53
18.5,182.5,25.24
19.0,182.5,24.66
19.5,182.5,24.07
20.0,182.5,24.22
-20.0,183.0,28.15
-19.5,183.0,28.15
-19.0,183.0,28.3
-18.5,183.0,28.15
-18.0,183.0,28.3
-17.5,183.0,28.3
-17.0,183.0,28.15
-16.5,183.0,28.3
-16.0,183.0,28.3
-15.5,183.0,28.3
-15.0,183.0,28.15
-14.5,183.0,28.3
-14.0,183.0,28.59
-13.5,183.0,28.44
-13.0,183.0,28.59
-12.5,183.0,28.3
-12.0,183.0,28.59
-11.5,183.0,28.44
-11.0,183.0,28.74
-10.5,183.0,28.88
-10.0,183.0,28.88
-9.5,183.0,29.03
-8.5,183.0,29.17
-8.0,183.0,29.17
-7.5,183.0,29.32
-7.0,183.0,29.03
-6.5,183.0,28.88
-6.0,183.0,29.17
-5.5,183.0,28.59
-5.0,183.0,28.74
-4.5,183.0,28.88
-4.0,183.0,28.88
-3.0,183.0,28.88
-1.5,183.0,28.74
-1.0,183.0,28.74
-0.5,183.0,28.88
0.0,183.0,28.88
0.5,183.0,29.46
1.0,183.0,29.03
2.0,183.0,29.46
3.5,183.0,29.9
5.0,183.0,29.9
7.0,183.0,29.9
7.5,183.0,29.76
8.0,183.0,29.76
8.5,183.0,29.61
9.0,183.0,29.32
9.5,183.0,29.32
10.0,183.0,29.17
10.5,183.0,29.03
11.0,183.0,29.03
11.5,183.0,28.74
12.0,183.0,28.74
12.5,183.0,28.44
13.0,183.0,28.3
13.5,183.0,27.86
14.0,183.0,28.44
14.5,183.0,28.3
15.0,183.0,27.86
15.5,183.0,27.86
16.0,183.0,27.57
16.5,183.0,27.13
17.0,183.0,26.26
17.5,183.0,25.82
18.0,183.0,25.39
18.5,183.0,25.09
19.0,183.0,24.51
19.5,183.0,24.66
20.0,183.0,23.93
-20.0,183.5,28.15
-19.5,183.5,28.15
-19.0,183.5,28.15
-18.5,183.5,28.15
-18.0,183.5,28.3
-17.5,183.5,28.3
-17.0,183.5,28.3
-16.5,183.5,28.3
-16.0,183.5,28.44
-15.5,183.5,28.15
-15.0,183.5,28.15
-14.5,183.5,28.3
-14.0,183.5,28.59
-13.5,183.5,28.44
-13.0,183.5,28.3
-12.5,183.5,28.44
-12.0,183.5,28.3
-11.5,183.5,28.44
-11.0,183.5,28.74
-10.5,183.5,28.88
-10.0,183.5,28.88
-9.5,183.5,28.88
-9.0,183.5,28.74
-8.5,183.5,29.03
-8.0,183.5,29.17
-7.5,183.5,29.32
-7.0,183.5,28.74
-6.5,183.5,29.03
-6.0,183.5,28.88
-5.5,183.5,28.74
-5.0,183.5,29.03
-4.5,183.5,28.88
-4.0,183.5,28.88
-3.5,183.5,28.74
-3.0,183.5,28.74
-1.5,183.5,28.88
-1.0,183.5,28.74
-0.5,183.5,28.88
0.0,183.5,28.88
0.5,183.5,28.88
1.0,183.5,29.03
1.5,183.5,29.61
2.5,183.5,29.61
3.0,183.5,29.76
3.5,183.5,29.9
4.0,183.5,29.9
6.0,183.5,29.76
6.5,183.5,29.76
7.5,183.5,29.61
8.0,183.5,29.61
8.5,183.5,29.46
9.0,183.5,29.32
9.5,183.5,29.17
10.0,183.5,29.03
10.5,183.5,28.88
11.5,183.5,28.74
12.0,183.5,28.88
12.5,183.5,28.44
13.5,183.5,28.59
14.0,183.5,27.86
14.5,183.5,28.3
15.0,183.5,28.15
15.5,183.5,27.28
16.0,183.5,26.7
16.5,183.5,26.7
17.0,183.5,26.41
17.5,183.5,25.68
18.0,183.5,25.68
18.5,183.5,25.24
19.0,183.5,24.95
19.5,183.5,24.66
20.0,183.5,23.78
-20.0,184.0,28.15
-19.5,184.0,28.15
-19.0,184.0,28.01
-18.5,184.0,28.15
-18.0,184.0,28.3
-17.5,184.0,28.3
-17.0,184.0,28.15
-16.5,184.0,28.44
-16.0,184.0,28.3
-15.5,184.0,28.44
-15.0,184.0,28.15
-14.5,184.0,28.44
-14.0,184.0,28.44
-13.5,184.0,28.3
-13.0,184.0,28.15
-12.5,184.0,28.3
-12.0,184.0,28.59
-11.5,184.0,28.44
-11.0,184.0,28.74
-10.5,184.0,28.74
-10.0,184.0,28.59
-9.5,184.0,28.74
-9.0,184.0,29.17
-8.5,184.0,29.17
-8.0,184.0,28.74
-7.5,184.0,28.88
-7.0,184.0,29.32
-6.5,184.0,29.03
-6.0,184.0,29.17
-5.5,184.0,29.03
-5.0,184.0,28.74
-4.5,184.0,28.88
-4.0,184.0,28.88
-3.5,184.0,28.74
-2.5,184.0,28.74
-0.5,184.0,28.88
0.0,184.0,28.88
0.5,184.0,29.03
1.0,184.0,29.03
2.5,184.0,29.32
4.0,184.0,29.61
4.5,184.0,29.9
6.0,184.0,29.9
6.5,184.0,29.76
7.5,184.0,29.61
8.0,184.0,29.46
8.5,184.0,29.32
9.0,184.0,29.17
9.5,184.0,29.03
10.5,184.0,28.88
11.0,184.0,28.88
11.5,184.0,28.74
12.0,184.0,28.88
12.5,184.0,28.59
13.5,184.0,28.59
14.0,184.0,28.44
14.5,184.0,28.3
15.0,184.0,27.28
15.5,184.0,27.28
16.0,184.0,26.84
16.5,184.0,26.41
17.0,184.0,25.97
17.5,184.0,25.53
18.0,184.0,25.68
18.5,184.0,24.66
19.0,184.0,24.51
19.5,184.0,24.51
20.0,184.0,23.78
-20.0,184.5,28.15
-19.5,184.5,28.15
-19.0,184.5,28.01
-18.5,184.5,28.15
-18.0,184.5,28.3
-17.5,184.5,28.3
-17.0,184.5,28.3
-16.5,184.5,28.3
-16.0,184.5,28.3
-15.5,184.5,28.3
-15.0,184.5,28.44
-14.5,184.5,28.44
-14.0,184.5,28.15
-13.5,184.5,28.59
-13.0,184.5,28.44
-12.5,184.5,28.59
-12.0,184.5,28.59
-11.5,184.5,28.74
-11.0,184.5,28.44
-10.5,184.5,28.88
-10.0,184.5,29.03
-9.5,184.5,28.74
-9.0,184.5,29.17
-8.5,184.5,28.74
-7.5,184.5,29.32
-7.0,184.5,29.32
-6.5,184.5,28.74
-6.0,184.5,29.17
-5.5,184.5,29.03
-5.0,184.5,28.88
-4.5,184.5,28.88
-4.0,184.5,28.88
-3.0,184.5,28.74
-2.5,184.5,28.88
-1.0,184.5,28.88
-0.5,184.5,28.88
0.0,184.5,28.88
0.5,184.5,29.03
1.5,184.5,29.46
3.5,184.5,29.9
4.0,184.5,29.9
7.0,184.5,29.76
7.5,184.5,29.76
8.0,184.5,29.61
8.5,184.5,29.32
9.0,184.5,29.17
9.5,184.5,29.03
12.0,184.5,29.03
12.5,184.5,28.44
13.0,184.5,28.44
13.5,184.5,28.74
14.0,184.5,28.15
15.0,184.5,28.01
15.5,184.5,26.99
16.0,184.5,26.7
16.5,184.5,26.26
17.0,184.5,25.82
17.5,184.5,25.53
18.0,184.5,25.53
18.5,184.5,24.8
19.0,184.5,24.66
19.5,184.5,24.22
20.0,184.5,23.49
-20.0,185.0,28.15
-19.5,185.0,28.15
-19.0,185.0,28.15
-18.5,185.0,28.3
-18.0,185.0,28.15
-17.5,185.0,28.3
-17.0,185.0,28.15
-16.5,185.0,28.15
-16.0,185.0,28.15
-15.5,185.0,28.3
-15.0,185.0,28.3
-14.5,185.0,28.15
-14.0,185.0,28.44
-13.5,185.0,28.59
-13.0,185.0,28.59
-12.5,185.0,28.15
-12.0,185.0,28.15
-11.5,185.0,28.3
-11.0,185.0,28.74
-10.5,185.0,28.88
-10.0,185.0,29.03
-9.5,185.0,29.03
-9.0,185.0,29.17
-8.5,185.0,28.74
-8.0,185.0,29.32
-7.5,185.0,29.32
-7.0,185.0,29.32
-6.5,185.0,29.17
-6.0,185.0,28.74
-5.5,185.0,29.03
-5.0,185.0,29.03
-4.5,185.0,28.74
-4.0,185.0,28.88
-2.5,185.0,28.74
-1.5,185.0,28.88
-1.0,185.0,28.88
-0.5,185.0,28.88
0.0,185.0,29.32
0.5,185.0,29.03
1.5,185.0,29.17
2.0,185.0,29.17
3.0,185.0,29.46
3.5,185.0,29.9
4.0,185.0,29.9
4.5,185.0,29.9
5.5,185.0,29.9
6.0,185.0,29.9
6.5,185.0,29.76
7.0,185.0,29.76
8.0,185.0,29.46
8.5,185.0,29.32
9.0,185.0,29.17
9.5,185.0,29.03
11.0,185.0,28.88
12.0,185.0,28.59
12.5,185.0,28.44
13.0,185.0,28.3
13.5,185.0,28.15
14.5,185.0,28.3
15.0,185.0,27.43
15.5,185.0,26.99
16.0,185.0,26.99
16.5,185.0,26.26
17.0,185.0,25.97
17.5,185.0,25.82
18.0,185.0,25.24
18.5,185.0,24.51
19.0,185.0,24.8
19.5,185.0,24.07
20.0,185.0,24.22
-20.0,185.5,28.15
-19.5,185.5,28.15
-19.0,185.5,28.15
-18.5,185.5,28.15
-18.0,185.5,28.3
-17.5,185.5,28.3
-17.0,185.5,28.3
-16.5,185.5,28.15
-16.0,185.5,28.15
-15.5,185.5,28.15
-15.0,185.5,28.44
-14.5,185.5,28.44
-14.0,185.5,28.15
-13.5,185.5,28.59
-13.0,185.5,28.3
-12.5,185.5,28.3
-12.0,185.5,28.74
-11.5,185.5,28.74
-11.0,185.5,28.88
-10.5,185.5,28.88
-10.0,185.5,29.03
-9.5,185.5,29.17
-9.0,185.5,29.17
-8.5,185.5,29.17
-8.0,185.5,29.32
-7.5,185.5,29.32
-7.0,185.5,29.32
-6.5,185.5,29.32
-6.0,185.5,29.03
-5.5,185.5,29.03
-5.0,185.5,29.03
-4.5,185.5,28.88
-3.0,185.5,28.74
-2.5,185.5,28.88
-1.0,185.5,28.88
-0.5,185.5,29.03
0.0,185.5,29.03
1.0,185.5,29.03
2.0,185.5,29.61
2.5,185.5,29.32
3.0,185.5,29.76
3.5,185.5,29.9
4.5,185.5,29.9
5.0,185.5,29.9
7.5,185.5,29.61
8.0,185.5,29.46
8.5,185.5,29.32
9.5,185.5,29.03
10.0,185.5,29.03
11.5,185.5,28.74
12.0,185.5,28.59
12.5,185.5,28.44
13.5,185.5,28.01
14.0,185.5,27.86
14.5,185.5,27.43
15.0,185.5,27.28
15.5,185.5,26.99
16.0,185.5,26.55
16.5,185.5,26.11
17.0,185.5,25.97
17.5,185.5,25.68
18.0,185.5,25.24
18.5,185.5,25.09
19.0,185.5,24.51
19.5,185.5,24.37
20.0,185.5,23.78
-20.0,186.0,28.15
-19.5,186.0,28.01
-19.0,186.0,28.01
-18.5,186.0,28.01
-18.0,186.0,28.3
-17.5,186.0,28.3
-17.0,186.0,28.3
-16.5,186.0,28.3
-16.0,186.0,28.3
-15.5,186.0,28.15
-15.0,186.0,28.3
-14.5,186.0,28.44
-14.0,186.0,28.44
-13.5,186.0,28.01
-13.0,186.0,28.44
-12.5,186.0,28.44
-12.0,186.0,28.74
-11.5,186.0,28.3
-11.0,186.0,28.44
-10.5,186.0,28.44
-10.0,186.0,29.03
-9.5,186.0,29.17
-9.0,186.0,29.17
-8.0,186.0,29.32
-7.5,186.0,29.32
-7.0,186.0,28.88
-6.0,186.0,28.88
-5.5,186.0,29.17
-5.0,186.0,28.88
-4.5,186.0,29.03
-4.0,186.0,29.03
-1.5,186.0,28.88
-1.0,186.0,28.88
1.0,186.0,29.46
1.5,186.0,29.61
3.0,186.0,29.76
3.5,186.0,29.61
4.0,186.0,29.9
4.5,186.0,30.05
5.0,186.0,29.9
5.5,186.0,29.9
6.0,186.0,29.9
6.5,186.0,29.76
7.0,186.0,29.76
9.0,186.0,29.17
9.5,186.0,29.03
10.5,186.0,28.88
11.0,186.0,28.88
12.0,186.0,28.59
14.0,186.0,27.72
14.5,186.0,28.3
15.0,186.0,27.43
15.5,186.0,26.99
16.0,186.0,26.41
16.5,186.0,26.11
17.0,186.0,25.97
17.5,186.0,25.97
18.0,186.0,25.68
18.5,186.0,25.09
19.0,186.0,24.51
19.5,186.0,23.93
20.0,186.0,23.64
-20.0,186.5,28.15
-19.5,186.5,28.15
-19.0,186.5,28.15
-18.5,186.5,28.15
-18.0,186.5,28.3
-17.5,186.5,28.3
-17.0,186.5,28.15
-16.5,186.5,28.3
-16.0,186.5,28.15
-15.5,186.5,28.3
-15.0,186.5,28.44
-14.5,186.5,28.44
-14.0,186.5,28.44
-13.5,186.5,28.3
-13.0,186.5,28.15
-12.5,186.5,28.74
-12.0,186.5,28.74
-11.5,186.5,28.3
-11.0,186.5,28.44
-10.5,186.5,29.03
-10.0,186.5,29.03
-9.5,186.5,29.17
-9.0,186.5,28.74
-8.5,186.5,29.32
-8.0,186.5,28.88
-7.5,186.5,29.32
-5.5,186.5,29.17
-5.0,186.5,29.17
-4.5,186.5,29.03
-4.0,186.5,28.88
-3.5,186.5,28.88
-3.0,186.5,28.88
-2.0,186.5,28.88
-1.5,186.5,28.88
0.5,186.5,29.32
1.0,186.5,29.46
3.0,186.5,29.46
4.0,186.5,29.76
4.5,186.5,30.05
5.0,186.5,30.05
5.5,186.5,29.9
6.0,186.5,29.9
6.5,186.5,29.9
7.0,186.5,29.76
7.5,186.5,29.61
8.5,186.5,29.32
9.0,186.5,29.32
9.5,186.5,29.17
10.0,186.5,29.03
10.5,186.5,28.88
11.0,186.5,28.88
13.0,186.5,28.15
13.5,186.5,28.01
14.0,186.5,27.72
14.5,186.5,27.72
15.0,186.5,27.13
16.5,186.5,26.7
17.0,186.5,25.82
17.5,186.5,25.82
18.0,186.5,25.53
18.5,186.5,24.95
19.0,186.5,24.22
19.5,186.5,24.37
20.0,186.5,23.64
-20.0,187.0,28.15
-19.5,187.0,28.15
-19.0,187.0,28.15
-18.5,187.0,28.15
-18.0,187.0,28.15
-17.5,187.0,28.3
-17.0,187.0,28.3
-16.5,187.0,28.44
-16.0,187.0,28.44
-15.5,187.0,28.15
-15.0,187.0,28.01
-14.5,187.0,27.86
-14.0,187.0,28.15
-13.5,187.0,28.44
-13.0,187.0,28.3
-12.5,187.0,28.74
-12.0,187.0,28.15
-11.5,187.0,28.88
-11.0,187.0,28.88
-10.5,187.0,28.59
-10.0,187.0,29.03
-9.5,187.0,28.88
-9.0,187.0,28.88
-8.5,187.0,28.88
-8.0,187.0,28.88
-6.5,187.0,28.88
-6.0,187.0,29.32
-5.5,187.0,29.17
-5.0,187.0,29.03
-4.5,187.0,29.03
-4.0,187.0,28.88
-3.5,187.0,28.88
-3.0,187.0,28.88
-2.0,187.0,28.88
-1.5,187.0,28.88
0.5,187.0,29.32
1.0,187.0,29.46
2.5,187.0,29.76
3.0,187.0,29.61
4.0,187.0,29.76
5.0,187.0,30.05
5.5,187.0,29.9
6.0,187.0,29.9
6.5,187.0,29.76
7.0,187.0,29.76
7.5,187.0,29.76
8.0,187.0,29.46
8.5,187.0,29.32
9.0,187.0,29.17
10.5,187.0,28.88
11.0,187.0,28.88
11.5,187.0,28.74
12.0,187.0,28.59
13.0,187.0,28.15
14.0,187.0,27.86
14.5,187.0,27.72
15.0,187.0,26.99
15.5,187.0,27.72
16.0,187.0,26.26
16.5,187.0,25.82
17.0,187.0,25.97
17.5,187.0,25.39
18.0,187.0,26.11
18.5,187.0,24.8
19.0,187.0,24.66
19.5,187.0,24.37
20.0,187.0,23.64
-20.0,187.5,28.01
-19.5,187.5,27.86
-19.0,187.5,28.3
-18.5,187.5,28.3
-18.0,187.5,28.15
-17.5,187.5,28.44
-17.0,187.5,28.3
-16.5,187.5,28.3
-16.0,187.5,28.15
-15.5,187.5,28.01
-15.0,187.5,27.86
-14.5,187.5,28.15
-14.0,187.5,28.01
-13.5,187.5,28.3
-13.0,187.5,28.59
-12.5,187.5,28.3
-12.0,187.5,28.44
-11.5,187.5,28.3
-11.0,187.5,28.59
-10.5,187.5,28.74
-10.0,187.5,28.88
-9.5,187.5,29.03
-9.0,187.5,29.17
-8.5,187.5,28.88
-8.0,187.5,29.46
-7.0,187.5,29.32
-6.5,187.5,29.03
-5.0,187.5,29.17
-4.5,187.5,29.03
-4.0,187.5,29.03
-3.5,187.5,29.03
-3.0,187.5,29.03
-2.5,187.5,29.03
-2.0,187.5,29.03
-1.5,187.5,29.03
-1.0,187.5,29.03
0.0,187.5,29.17
0.5,187.5,29.32
1.0,187.5,29.46
1.5,187.5,29.61
2.0,187.5,29.61
2.5,187.5,29.76
3.0,187.5,29.61
4.0,187.5,29.9
6.0,187.5,29.9
6.5,187.5,29.9
7.0,187.5,29.76
7.5,187.5,29.61
8.0,187.5,29.61
8.5,187.5,29.32
9.5,187.5,29.03
10.0,187.5,29.03
10.5,187.5,28.88
11.0,187.5,28.88
11.5,187.5,28.74
12.0,187.5,28.59
12.5,187.5,28.3
13.0,187.5,28.01
15.5,187.5,27.13
16.0,187.5,26.84
16.5,187.5,27.13
17.0,187.5,25.97
17.5,187.5,25.82
18.0,187.5,25.24
18.5,187.5,24.95
19.0,187.5,24.37
19.5,187.5,24.07
20.0,187.5,23.93
-20.0,188.0,28.15
-19.5,188.0,28.15
-19.0,188.0,28.01
-18.5,188.0,28.01
