lat,lon,sst
-6.5,244.5,28.59
-6.0,244.5,28.59
-5.5,244.5,28.74
-5.0,244.5,28.74
-4.5,244.5,28.74
-4.0,244.5,28.74
-3.5,244.5,28.74
-3.0,244.5,28.59
-2.5,244.5,28.59
-2.0,244.5,28.44
-1.5,244.5,28.3
-1.0,244.5,28.15
-0.5,244.5,28.15
0.0,244.5,28.01
0.5,244.5,28.3
1.0,244.5,28.15
1.5,244.5,28.3
2.0,244.5,27.86
2.5,244.5,27.72
3.0,244.5,28.15
3.5,244.5,27.72
4.0,244.5,27.72
4.5,244.5,27.72
5.0,244.5,27.43
5.5,244.5,27.43
6.0,244.5,27.28
6.5,244.5,27.28
7.0,244.5,26.99
7.5,244.5,26.99
8.0,244.5,26.84
8.5,244.5,26.7
9.0,244.5,26.7
9.5,244.5,26.55
10.0,244.5,26.41
10.5,244.5,26.41
11.0,244.5,26.11
11.5,244.5,25.97
12.0,244.5,25.82
12.5,244.5,25.53
13.0,244.5,25.39
13.5,244.5,25.39
14.0,244.5,25.24
14.5,244.5,25.24
15.0,244.5,25.09
15.5,244.5,25.09
16.0,244.5,24.95
16.5,244.5,24.95
17.0,244.5,24.95
17.5,244.5,24.95
18.0,244.5,24.95
18.5,244.5,24.95
19.0,244.5,24.95
19.5,244.5,24.8
20.0,244.5,24.66
-20.0,245.0,25.24
-19.5,245.0,25.53
-19.0,245.0,25.97
-18.5,245.0,26.11
-18.0,245.0,26.41
-17.5,245.0,26.84
-17.0,245.0,27.13
-16.5,245.0,27.72
-16.0,245.0,27.43
-15.5,245.0,27.72
-15.0,245.0,27.86
-14.5,245.0,28.01
-14.0,245.0,28.15
-13.5,245.0,28.01
-13.0,245.0,28.15
-12.5,245.0,28.15
-12.0,245.0,28.01
-11.5,245.0,28.01
-11.0,245.0,28.15
-10.5,245.0,28.3
-10.0,245.0,28.3
-9.5,245.0,28.44
-9.0,245.0,28.44
-8.5,245.0,28.44
-8.0,245.0,28.44
-7.5,245.0,28.59
-7.0,245.0,28.59
-6.5,245.0,28.59
-6.0,245.0,28.59
-5.5,245.0,28.59
-5.0,245.0,28.74
-4.5,245.0,28.74
-4.0,245.0,28.74
-3.5,245.0,28.74
-3.0,245.0,28.59
-2.5,245.0,28.59
-2.0,245.0,28.44
-1.5,245.0,28.44
-1.0,245.0,28.3
-0.5,245.0,28.15
0.0,245.0,28.15
0.5,245.0,28.01
1.0,245.0,28.01
1.5,245.0,27.86
2.0,245.0,27.72
2.5,245.0,27.72
3.0,245.0,27.86
3.5,245.0,27.72
4.0,245.0,27.57
4.5,245.0,27.57
5.0,245.0,27.57
5.5,245.0,27.43
6.0,245.0,27.28
6.5,245.0,27.13
7.0,245.0,26.99
7.5,245.0,26.84
8.0,245.0,26.7
8.5,245.0,26.7
9.0,245.0,26.55
9.5,245.0,26.41
10.0,245.0,26.41
10.5,245.0,26.26
11.0,245.0,25.97
11.5,245.0,25.68
12.0,245.0,25.68
12.5,245.0,25.53
13.0,245.0,25.39
13.5,245.0,25.24
14.0,245.0,25.24
14.5,245.0,25.09
15.0,245.0,25.09
15.5,245.0,24.95
16.0,245.0,24.95
17.0,245.0,24.95
17.5,245.0,24.95
18.0,245.0,24.95
18.5,245.0,24.8
19.0,245.0,24.8
19.5,245.0,24.66
20.0,245.0,24.51
-20.0,245.5,25.53
-19.5,245.5,25.68
-19.0,245.5,26.11
-18.5,245.5,26.26
-18.0,245.5,26.7
-17.5,245.5,26.99
-17.0,245.5,27.43
-16.5,245.5,27.43
-16.0,245.5,27.57
-15.5,245.5,27.72
-15.0,245.5,27.86
-14.5,245.5,28.01
-14.0,245.5,28.3
-13.5,245.5,28.01
-13.0,245.5,28.15
-12.5,245.5,28.15
-12.0,245.5,28.15
-11.5,245.5,28.15
-11.0,245.5,28.3
-10.5,245.5,28.3
-10.0,245.5,28.44
-9.5,245.5,28.44
-9.0,245.5,28.44
-8.5,245.5,28.44
-8.0,245.5,28.44
-7.5,245.5,28.59
-7.0,245.5,28.59
-6.5,245.5,28.59
-6.0,245.5,28.59
-5.5,245.5,28.59
-5.0,245.5,28.74
-4.5,245.5,28.59
-4.0,245.5,28.74
-3.5,245.5,28.74
-3.0,245.5,28.74
-2.5,245.5,28.59
-2.0,245.5,28.3
-1.5,245.5,28.44
-1.0,245.5,28.3
-0.5,245.5,28.15
0.0,245.5,28.01
0.5,245.5,28.01
1.0,245.5,27.86
1.5,245.5,28.15
2.0,245.5,28.01
2.5,245.5,27.72
3.5,245.5,28.01
4.0,245.5,27.57
4.5,245.5,27.43
5.0,245.5,27.43
5.5,245.5,27.43
6.0,245.5,27.13
6.5,245.5,27.13
7.0,245.5,26.99
7.5,245.5,26.84
8.0,245.5,26.7
8.5,245.5,26.55
9.0,245.5,26.41
9.5,245.5,26.26
10.0,245.5,26.26
10.5,245.5,26.11
11.0,245.5,25.82
11.5,245.5,25.82
12.0,245.5,25.68
12.5,245.5,25.53
13.0,245.5,25.53
13.5,245.5,25.24
14.0,245.5,25.24
14.5,245.5,25.09
15.0,245.5,24.95
15.5,245.5,24.95
16.0,245.5,24.8
16.5,245.5,24.8
17.0,245.5,24.8
17.5,245.5,24.8
18.0,245.5,24.8
18.5,245.5,24.8
19.0,245.5,24.66
19.5,245.5,24.51
20.0,245.5,24.51
-20.0,246.0,25.82
-19.5,246.0,25.97
-19.0,246.0,26.26
-18.5,246.0,26.7
-18.0,246.0,26.84
-17.5,246.0,27.13
-17.0,246.0,27.43
-16.5,246.0,27.57
-16.0,246.0,27.72
-15.5,246.0,27.86
-15.0,246.0,28.01
-14.5,246.0,28.01
-14.0,246.0,28.01
-13.5,246.0,28.15
-13.0,246.0,28.3
-12.5,246.0,28.15
-12.0,246.0,28.15
-11.5,246.0,28.15
-11.0,246.0,28.44
-10.5,246.0,28.3
-10.0,246.0,28.44
-9.5,246.0,28.44
-9.0,246.0,28.3
-8.5,246.0,28.44
-8.0,246.0,28.44
-7.5,246.0,28.59
-7.0,246.0,28.59
-6.5,246.0,28.59
-6.0,246.0,28.59
-5.5,246.0,28.74
-5.0,246.0,28.74
-4.5,246.0,28.59
-4.0,246.0,28.74
-3.5,246.0,28.74
-3.0,246.0,28.74
-2.5,246.0,28.59
-2.0,246.0,28.44
-1.5,246.0,28.3
-1.0,246.0,28.3
-0.5,246.0,28.15
0.0,246.0,28.01
0.5,246.0,28.01
1.0,246.0,27.72
1.5,246.0,27.86
2.0,246.0,27.86
2.5,246.0,27.57
3.0,246.0,27.72
3.5,246.0,27.86
4.0,246.0,27.86
4.5,246.0,27.57
5.0,246.0,27.28
5.5,246.0,27.28
6.0,246.0,27.13
6.5,246.0,26.99
7.0,246.0,26.84
7.5,246.0,26.7
8.0,246.0,26.55
8.5,246.0,26.55
9.0,246.0,26.41
9.5,246.0,26.26
10.0,246.0,26.11
10.5,246.0,25.97
11.0,246.0,25.97
11.5,246.0,25.82
12.0,246.0,25.68
12.5,246.0,25.53
13.0,246.0,25.39
13.5,246.0,25.24
14.0,246.0,25.09
14.5,246.0,24.95
15.0,246.0,24.95
15.5,246.0,24.8
16.0,246.0,24.8
16.5,246.0,24.66
17.0,246.0,24.8
17.5,246.0,24.8
18.0,246.0,24.8
18.5,246.0,24.8
19.0,246.0,24.66
19.5,246.0,24.66
20.0,246.0,24.37
-20.0,246.5,25.97
-19.5,246.5,26.11
-19.0,246.5,26.7
-18.5,246.5,26.7
-18.0,246.5,26.99
-17.5,246.5,27.13
-17.0,246.5,27.43
-16.5,246.5,27.72
-16.0,246.5,27.72
-15.5,246.5,27.86
-15.0,246.5,28.01
-14.5,246.5,28.01
-14.0,246.5,28.01
-13.5,246.5,28.3
-13.0,246.5,28.15
-12.5,246.5,28.15
-12.0,246.5,28.15
-11.5,246.5,28.3
-11.0,246.5,28.44
-10.5,246.5,28.44
-10.0,246.5,28.3
-9.5,246.5,28.3
-9.0,246.5,28.3
-8.5,246.5,28.44
-8.0,246.5,28.44
-7.5,246.5,28.59
-7.0,246.5,28.59
-6.5,246.5,28.59
-6.0,246.5,28.74
-5.5,246.5,28.74
-5.0,246.5,28.74
-4.5,246.5,28.74
-4.0,246.5,28.74
-3.5,246.5,28.59
-3.0,246.5,28.59
-2.5,246.5,28.59
-2.0,246.5,28.44
-1.5,246.5,28.44
-1.0,246.5,28.3
-0.5,246.5,28.01
0.0,246.5,27.86
0.5,246.5,27.86
1.0,246.5,27.72
1.5,246.5,28.01
2.0,246.5,27.57
2.5,246.5,27.57
3.0,246.5,27.57
3.5,246.5,27.86
4.0,246.5,27.57
4.5,246.5,27.43
5.0,246.5,27.28
5.5,246.5,27.28
6.0,246.5,27.13
6.5,246.5,26.99
7.0,246.5,26.84
7.5,246.5,26.7
8.0,246.5,26.41
8.5,246.5,26.41
9.0,246.5,26.26
9.5,246.5,26.26
10.0,246.5,26.11
10.5,246.5,26.11
11.0,246.5,25.82
11.5,246.5,25.82
12.0,246.5,25.68
12.5,246.5,25.39
13.0,246.5,25.39
13.5,246.5,25.09
14.0,246.5,25.09
14.5,246.5,25.09
15.0,246.5,24.8
15.5,246.5,24.8
16.0,246.5,24.66
16.5,246.5,24.66
17.0,246.5,24.66
17.5,246.5,24.66
18.0,246.5,24.66
18.5,246.5,24.66
19.0,246.5,24.66
19.5,246.5,24.51
20.0,246.5,24.37
-20.0,247.0,26.41
-19.5,247.0,26.41
-19.0,247.0,26.84
-18.5,247.0,27.13
-18.0,247.0,27.28
-17.5,247.0,27.72
-17.0,247.0,27.57
-16.5,247.0,27.72
-16.0,247.0,27.86
-15.5,247.0,27.86
-15.0,247.0,28.01
-14.5,247.0,28.15
-14.0,247.0,28.15
-13.5,247.0,28.15
-13.0,247.0,28.3
-12.5,247.0,28.15
-12.0,247.0,28.15
-11.5,247.0,28.3
-11.0,247.0,28.3
-10.5,247.0,28.44
-10.0,247.0,28.44
-9.5,247.0,28.3
-9.0,247.0,28.3
-8.5,247.0,28.44
-8.0,247.0,28.44
-7.5,247.0,28.59
-7.0,247.0,28.59
-6.5,247.0,28.59
-6.0,247.0,28.59
-5.5,247.0,28.74
-5.0,247.0,28.59
-4.5,247.0,28.74
-4.0,247.0,28.74
-3.5,247.0,28.74
-3.0,247.0,28.74
-2.5,247.0,28.59
-2.0,247.0,28.44
-1.5,247.0,28.3
-1.0,247.0,28.3
-0.5,247.0,28.15
0.0,247.0,28.01
0.5,247.0,27.86
1.0,247.0,27.72
1.5,247.0,27.72
2.0,247.0,27.72
2.5,247.0,27.72
3.0,247.0,27.43
3.5,247.0,27.72
4.0,247.0,27.43
4.5,247.0,27.28
5.0,247.0,27.28
5.5,247.0,27.13
6.0,247.0,26.99
6.5,247.0,26.99
7.0,247.0,26.84
7.5,247.0,26.55
8.0,247.0,26.55
8.5,247.0,26.26
9.0,247.0,26.26
9.5,247.0,26.11
10.0,247.0,26.11
10.5,247.0,25.97
11.0,247.0,25.82
11.5,247.0,25.68
12.0,247.0,25.53
12.5,247.0,25.39
13.0,247.0,25.24
13.5,247.0,25.09
14.0,247.0,25.09
14.5,247.0,24.8
15.0,247.0,24.66
15.5,247.0,24.66
16.0,247.0,24.66
16.5,247.0,24.51
17.0,247.0,24.51
17.5,247.0,24.51
18.0,247.0,24.51
18.5,247.0,24.51
19.0,247.0,24.51
19.5,247.0,24.51
20.0,247.0,24.37
-20.0,247.5,26.7
-19.5,247.5,26.99
-19.0,247.5,27.13
-18.5,247.5,27.28
-18.0,247.5,27.43
-17.5,247.5,27.43
-17.0,247.5,27.86
-16.5,247.5,27.86
-16.0,247.5,27.86
-15.5,247.5,28.01
-15.0,247.5,28.01
-14.5,247.5,28.15
-14.0,247.5,28.15
-13.5,247.5,28.15
-13.0,247.5,28.3
-12.5,247.5,28.15
-12.0,247.5,28.15
-11.5,247.5,28.44
-11.0,247.5,28.44
-10.5,247.5,28.3
-10.0,247.5,28.3
-9.5,247.5,28.3
-9.0,247.5,28.3
-8.5,247.5,28.44
-8.0,247.5,28.44
-7.5,247.5,28.59
-7.0,247.5,28.59
-6.5,247.5,28.74
-6.0,247.5,28.74
-5.5,247.5,28.74
-5.0,247.5,28.59
-4.5,247.5,28.74
-4.0,247.5,28.74
-3.5,247.5,28.74
-3.0,247.5,28.59
-2.5,247.5,28.59
-2.0,247.5,28.44
-1.5,247.5,28.44
-1.0,247.5,28.3
-0.5,247.5,28.15
0.0,247.5,28.01
0.5,247.5,27.72
1.0,247.5,27.72
1.5,247.5,27.57
2.0,247.5,27.72
3.0,247.5,27.43
3.5,247.5,27.43
4.0,247.5,27.28
4.5,247.5,27.28
5.0,247.5,27.13
5.5,247.5,26.99
6.0,247.5,26.84
6.5,247.5,26.84
7.0,247.5,26.7
7.5,247.5,26.41
8.0,247.5,26.26
8.5,247.5,26.41
9.0,247.5,26.11
9.5,247.5,26.11
10.0,247.5,25.97
10.5,247.5,25.82
11.0,247.5,25.68
11.5,247.5,25.53
12.5,247.5,25.39
13.0,247.5,25.09
13.5,247.5,25.09
14.0,247.5,24.8
14.5,247.5,24.8
15.0,247.5,24.66
15.5,247.5,24.66
16.0,247.5,24.51
16.5,247.5,24.37
17.0,247.5,24.37
17.5,247.5,24.51
18.0,247.5,24.37
18.5,247.5,24.37
19.0,247.5,24.37
19.5,247.5,24.22
20.0,247.5,24.07
-20.0,248.0,27.13
-19.5,248.0,27.13
-19.0,248.0,27.43
-18.5,248.0,27.57
-18.0,248.0,27.72
-17.5,248.0,27.72
-17.0,248.0,27.72
-16.5,248.0,27.86
-16.0,248.0,28.01
-15.5,248.0,28.01
-15.0,248.0,28.15
-14.5,248.0,28.15
-14.0,248.0,28.15
-13.5,248.0,28.15
-13.0,248.0,28.15
-12.5,248.0,28.15
-12.0,248.0,28.15
-11.5,248.0,28.15
-11.0,248.0,28.44
-10.5,248.0,28.3
-10.0,248.0,28.3
-9.5,248.0,28.3
-9.0,248.0,28.3
-8.5,248.0,28.44
-8.0,248.0,28.44
-7.5,248.0,28.44
-7.0,248.0,28.59
-6.5,248.0,28.74
-6.0,248.0,28.74
-5.5,248.0,28.59
-5.0,248.0,28.74
-4.5,248.0,28.74
-4.0,248.0,28.74
-3.5,248.0,28.74
-3.0,248.0,28.59
-2.5,248.0,28.59
-2.0,248.0,28.3
-1.5,248.0,28.3
-1.0,248.0,28.3
-0.5,248.0,28.15
0.0,248.0,28.01
0.5,248.0,27.86
1.0,248.0,27.86
1.5,248.0,27.57
2.0,248.0,27.57
2.5,248.0,27.86
3.0,248.0,27.43
3.5,248.0,27.43
4.0,248.0,27.43
4.5,248.0,27.28
5.0,248.0,27.13
5.5,248.0,26.99
6.0,248.0,26.84
6.5,248.0,26.7
7.0,248.0,26.41
7.5,248.0,26.41
8.0,248.0,26.26
8.5,248.0,26.11
9.0,248.0,26.11
9.5,248.0,25.97
10.0,248.0,25.82
10.5,248.0,25.68
11.0,248.0,25.68
11.5,248.0,25.53
12.0,248.0,25.53
12.5,248.0,25.09
13.0,248.0,25.09
13.5,248.0,24.8
14.0,248.0,24.8
14.5,248.0,24.66
15.0,248.0,24.66
15.5,248.0,24.51
16.0,248.0,24.37
16.5,248.0,24.37
17.0,248.0,24.37
17.5,248.0,24.37
18.0,248.0,24.37
18.5,248.0,24.37
19.0,248.0,24.22
19.5,248.0,24.37
20.0,248.0,23.93
-20.0,248.5,27.13
-19.5,248.5,27.28
-19.0,248.5,27.57
-18.5,248.5,27.57
-18.0,248.5,27.72
-17.5,248.5,27.72
-17.0,248.5,27.72
-16.5,248.5,28.01
-16.0,248.5,28.01
-15.5,248.5,28.15
-15.0,248.5,28.15
-14.5,248.5,28.15
-14.0,248.5,28.15
-13.5,248.5,28.3
-13.0,248.5,28.3
-12.5,248.5,28.3
-12.0,248.5,28.3
-11.5,248.5,28.3
-11.0,248.5,28.3
-10.5,248.5,28.3
-10.0,248.5,28.44
-9.5,248.5,28.3
-9.0,248.5,28.3
-8.5,248.5,28.44
-8.0,248.5,28.44
-7.5,248.5,28.59
-7.0,248.5,28.59
-6.5,248.5,28.59
-6.0,248.5,28.74
-5.5,248.5,28.74
-5.0,248.5,28.74
-4.5,248.5,28.74
-4.0,248.5,28.74
-3.5,248.5,28.59
-3.0,248.5,28.59
-2.5,248.5,28.44
-2.0,248.5,28.44
-1.5,248.5,28.3
-1.0,248.5,28.3
-0.5,248.5,28.01
0.0,248.5,28.01
0.5,248.5,27.86
1.0,248.5,27.86
1.5,248.5,27.72
2.0,248.5,27.72
2.5,248.5,27.43
3.0,248.5,27.43
3.5,248.5,27.28
4.0,248.5,27.43
4.5,248.5,27.57
5.0,248.5,27.43
5.5,248.5,26.99
6.0,248.5,26.99
6.5,248.5,26.7
7.0,248.5,26.41
7.5,248.5,26.26
8.0,248.5,26.11
8.5,248.5,26.11
9.0,248.5,25.82
9.5,248.5,25.82
10.0,248.5,25.68
10.5,248.5,25.68
11.0,248.5,25.53
11.5,248.5,25.53
12.0,248.5,25.39
12.5,248.5,25.24
13.0,248.5,25.24
13.5,248.5,24.8
14.0,248.5,24.66
14.5,248.5,24.66
15.0,248.5,24.51
15.5,248.5,24.37
16.0,248.5,24.37
16.5,248.5,24.22
17.0,248.5,24.22
17.5,248.5,24.22
18.0,248.5,24.22
18.5,248.5,24.22
19.0,248.5,24.07
19.5,248.5,24.22
20.0,248.5,24.07
-20.0,249.0,27.28
-19.5,249.0,28.01
-19.0,249.0,27.43
-18.5,249.0,27.72
-18.0,249.0,27.72
-17.5,249.0,27.86
-17.0,249.0,28.01
-16.5,249.0,28.01
-16.0,249.0,28.15
-15.5,249.0,28.15
-15.0,249.0,28.15
-14.5,249.0,28.15
-14.0,249.0,28.3
-13.5,249.0,28.3
-13.0,249.0,28.3
-12.5,249.0,28.3
-12.0,249.0,28.3
-11.5,249.0,28.3
-11.0,249.0,28.3
-10.5,249.0,28.3
-10.0,249.0,28.74
-9.5,249.0,28.3
-9.0,249.0,28.3
-8.5,249.0,28.44
-8.0,249.0,28.44
-7.5,249.0,28.59
-7.0,249.0,28.59
-6.5,249.0,28.59
-6.0,249.0,28.74
-5.5,249.0,28.74
-5.0,249.0,28.74
-4.5,249.0,28.59
-4.0,249.0,28.59
-3.5,249.0,28.59
-3.0,249.0,28.44
-2.5,249.0,28.44
-2.0,249.0,28.3
-1.5,249.0,28.3
-1.0,249.0,28.15
-0.5,249.0,28.01
0.0,249.0,28.01
0.5,249.0,28.01
1.0,249.0,27.72
1.5,249.0,27.72
2.0,249.0,27.86
2.5,249.0,27.57
3.0,249.0,27.43
3.5,249.0,27.28
4.0,249.0,27.43
4.5,249.0,27.28
5.0,249.0,26.99
5.5,249.0,27.13
6.0,249.0,26.84
6.5,249.0,26.7
7.0,249.0,26.41
7.5,249.0,26.26
8.0,249.0,26.11
8.5,249.0,25.97
9.0,249.0,25.97
9.5,249.0,25.82
10.0,249.0,25.68
10.5,249.0,25.53
11.0,249.0,25.53
11.5,249.0,25.39
12.0,249.0,25.39
12.5,249.0,25.09
13.0,249.0,24.95
13.5,249.0,24.66
14.0,249.0,24.51
14.5,249.0,24.51
15.0,249.0,24.37
15.5,249.0,24.37
16.0,249.0,24.22
16.5,249.0,24.07
17.0,249.0,24.22
17.5,249.0,24.07
18.0,249.0,24.07
18.5,249.0,24.22
19.0,249.0,23.93
19.5,249.0,24.07
20.0,249.0,24.07
-20.0,249.5,27.57
-19.5,249.5,27.57
-19.0,249.5,27.57
-18.5,249.5,27.72
-18.0,249.5,28.01
-17.5,249.5,28.01
-17.0,249.5,28.15
-16.5,249.5,28.15
-16.0,249.5,28.15
-15.5,249.5,28.3
-15.0,249.5,28.3
-14.5,249.5,28.3
-14.0,249.5,28.44
-13.5,249.5,28.3
-13.0,249.5,28.3
-12.5,249.5,28.3
-12.0,249.5,28.3
-11.5,249.5,28.3
-11.0,249.5,28.3
-10.5,249.5,28.3
-10.0,249.5,28.3
-9.5,249.5,28.44
-9.0,249.5,28.3
-8.5,249.5,28.44
-8.0,249.5,28.44
-7.5,249.5,28.59
-7.0,249.5,28.59
-6.5,249.5,28.59
-6.0,249.5,28.74
-5.5,249.5,28.74
-5.0,249.5,28.74
-4.5,249.5,28.59
-4.0,249.5,28.59
-3.5,249.5,28.59
-3.0,249.5,28.3
-2.5,249.5,28.3
-2.0,249.5,28.15
-1.5,249.5,28.3
-1.0,249.5,28.01
-0.5,249.5,28.01
0.0,249.5,27.72
0.5,249.5,27.72
1.0,249.5,27.72
1.5,249.5,27.57
2.0,249.5,27.72
2.5,249.5,27.57
3.0,249.5,27.43
3.5,249.5,27.28
4.0,249.5,27.28
4.5,249.5,27.28
5.0,249.5,27.13
5.5,249.5,26.99
6.0,249.5,26.7
6.5,249.5,26.55
7.0,249.5,26.41
7.5,249.5,26.26
8.0,249.5,25.97
8.5,249.5,25.97
9.0,249.5,25.82
9.5,249.5,25.82
10.0,249.5,25.68
10.5,249.5,25.53
11.0,249.5,25.39
11.5,249.5,25.39
12.0,249.5,25.24
12.5,249.5,25.09
13.0,249.5,25.09
13.5,249.5,24.66
14.0,249.5,24.66
14.5,249.5,24.51
15.0,249.5,24.37
15.5,249.5,24.22
16.0,249.5,24.22
16.5,249.5,23.93
17.0,249.5,23.93
17.5,249.5,23.93
18.0,249.5,23.93
18.5,249.5,23.93
19.0,249.5,23.93
19.5,249.5,23.93
20.0,249.5,23.78
-20.0,250.0,27.57
-19.5,250.0,27.57
-19.0,250.0,27.86
-18.5,250.0,28.01
-18.0,250.0,28.01
-17.5,250.0,28.15
-17.0,250.0,28.3
-16.5,250.0,28.3
-16.0,250.0,28.3
-15.5,250.0,28.3
-15.0,250.0,28.44
-14.5,250.0,28.3
-14.0,250.0,28.3
-13.5,250.0,28.3
-13.0,250.0,28.3
-12.5,250.0,28.88
-12.0,250.0,28.3
-11.5,250.0,28.3
-11.0,250.0,28.3
-10.5,250.0,28.3
-10.0,250.0,28.3
-9.5,250.0,28.3
-9.0,250.0,28.44
-8.5,250.0,28.44
-8.0,250.0,28.44
-7.5,250.0,28.59
-7.0,250.0,28.59
-6.5,250.0,28.74
-6.0,250.0,28.74
-5.5,250.0,28.74
-5.0,250.0,28.74
-4.5,250.0,28.74
-4.0,250.0,28.59
-3.5,250.0,28.44
-3.0,250.0,28.3
-2.5,250.0,28.3
-2.0,250.0,28.15
-1.5,250.0,28.15
-1.0,250.0,28.01
-0.5,250.0,28.01
0.0,250.0,27.86
0.5,250.0,27.72
1.0,250.0,27.72
1.5,250.0,27.72
2.0,250.0,27.72
2.5,250.0,27.57
3.0,250.0,27.57
3.5,250.0,27.28
4.0,250.0,27.28
4.5,250.0,27.28
5.0,250.0,27.13
5.5,250.0,26.84
6.0,250.0,26.7
6.5,250.0,26.55
7.0,250.0,26.41
7.5,250.0,26.11
8.0,250.0,26.11
8.5,250.0,25.97
9.0,250.0,25.82
9.5,250.0,25.68
10.0,250.0,25.53
10.5,250.0,25.39
11.0,250.0,25.39
11.5,250.0,25.24
12.0,250.0,25.09
12.5,250.0,24.95
13.0,250.0,24.8
13.5,250.0,24.66
14.0,250.0,24.51
14.5,250.0,24.51
15.0,250.0,24.22
15.5,250.0,24.22
16.0,250.0,24.07
16.5,250.0,23.93
17.0,250.0,23.93
17.5,250.0,23.93
18.0,250.0,23.93
18.5,250.0,23.93
19.0,250.0,23.93
19.5,250.0,23.93
20.0,250.0,23.78
-20.0,250.5,27.72
-19.5,250.5,27.86
-19.0,250.5,27.86
-18.5,250.5,28.01
-18.0,250.5,28.15
-17.5,250.5,28.3
-17.0,250.5,28.3
-16.5,250.5,28.44
-16.0,250.5,28.44
-15.5,250.5,28.44
-15.0,250.5,28.44
-14.5,250.5,28.3
-14.0,250.5,28.44
-13.5,250.5,28.44
-13.0,250.5,28.44
-12.5,250.5,28.3
-12.0,250.5,28.3
-11.5,250.5,28.44
-11.0,250.5,28.44
-10.5,250.5,28.44
-10.0,250.5,28.3
-9.5,250.5,28.3
-9.0,250.5,28.44
-8.5,250.5,28.44
-8.0,250.5,28.44
-7.5,250.5,28.59
-7.0,250.5,28.59
-6.5,250.5,28.74
-6.0,250.5,28.59
-5.5,250.5,28.59
-5.0,250.5,28.74
-4.5,250.5,28.59
-4.0,250.5,28.59
-3.5,250.5,28.59
-3.0,250.5,28.3
-2.5,250.5,28.15
-2.0,250.5,28.15
-1.5,250.5,28.15
-1.0,250.5,28.01
-0.5,250.5,27.86
0.0,250.5,27.86
0.5,250.5,27.72
1.0,250.5,27.72
1.5,250.5,27.57
2.0,250.5,27.57
2.5,250.5,27.72
3.0,250.5,27.43
3.5,250.5,27.43
4.0,250.5,27.28
4.5,250.5,27.28
5.0,250.5,26.99
5.5,250.5,26.84
6.0,250.5,26.7
6.5,250.5,26.55
7.0,250.5,26.26
7.5,250.5,26.11
8.0,250.5,25.97
8.5,250.5,25.68
9.0,250.5,25.68
9.5,250.5,25.53
10.0,250.5,25.53
10.5,250.5,25.39
11.0,250.5,25.24
11.5,250.5,25.24
12.0,250.5,25.09
12.5,250.5,24.95
13.0,250.5,24.8
13.5,250.5,24.66
14.0,250.5,24.37
14.5,250.5,24.37
15.0,250.5,24.22
15.5,250.5,24.07
16.0,250.5,23.93
16.5,250.5,23.93
17.0,250.5,23.78
17.5,250.5,23.78
18.0,250.5,23.78
18.5,250.5,23.78
19.0,250.5,23.78
19.5,250.5,23.78
20.0,250.5,23.78
-20.0,251.0,27.86
-19.5,251.0,27.86
-19.0,251.0,28.01
-18.5,251.0,28.15
-18.0,251.0,28.3
-17.5,251.0,28.3
-17.0,251.0,28.44
-16.5,251.0,28.44
-16.0,251.0,28.59
-15.5,251.0,28.59
-15.0,251.0,28.44
-14.5,251.0,28.59
-14.0,251.0,28.3
-13.5,251.0,28.3
-13.0,251.0,28.3
-12.5,251.0,28.44
-12.0,251.0,28.44
-11.5,251.0,28.44
-11.0,251.0,28.44
-10.5,251.0,28.44
-10.0,251.0,28.3
-9.5,251.0,28.3
-9.0,251.0,28.44
-8.5,251.0,28.44
-8.0,251.0,28.44
-7.5,251.0,28.59
-7.0,251.0,28.59
-6.5,251.0,28.59
-6.0,251.0,28.74
-5.5,251.0,28.74
-5.0,251.0,28.74
-4.5,251.0,28.44
-4.0,251.0,28.59
-3.5,251.0,28.44
-3.0,251.0,28.59
-2.5,251.0,28.15
-2.0,251.0,28.3
-1.5,251.0,28.3
-1.0,251.0,28.01
-0.5,251.0,27.86
0.0,251.0,27.86
0.5,251.0,27.72
1.0,251.0,27.72
1.5,251.0,27.72
2.0,251.0,27.72
2.5,251.0,27.43
3.0,251.0,27.43
3.5,251.0,27.28
4.0,251.0,27.28
4.5,251.0,27.13
5.0,251.0,26.84
5.5,251.0,26.84
6.0,251.0,26.55
6.5,251.0,26.41
7.0,251.0,26.26
7.5,251.0,26.11
8.0,251.0,25.97
8.5,251.0,25.68
9.0,251.0,25.53
9.5,251.0,25.39
10.0,251.0,25.39
10.5,251.0,25.24
11.0,251.0,25.09
11.5,251.0,25.09
12.0,251.0,24.95
12.5,251.0,24.8
13.0,251.0,24.66
13.5,251.0,24.51
14.0,251.0,24.37
14.5,251.0,24.37
15.0,251.0,24.22
15.5,251.0,23.93
16.0,251.0,23.78
16.5,251.0,23.78
17.0,251.0,23.78
17.5,251.0,23.64
18.0,251.0,23.64
18.5,251.0,23.64
19.0,251.0,23.64
19.5,251.0,23.49
20.0,251.0,23.64
-20.0,251.5,28.01
-19.5,251.5,28.01
-19.0,251.5,28.15
-18.5,251.5,28.15
-18.0,251.5,28.3
-17.5,251.5,28.44
-17.0,251.5,28.44
-16.5,251.5,28.59
-16.0,251.5,28.59
-15.5,251.5,28.59
-15.0,251.5,28.59
-14.5,251.5,28.59
-14.0,251.5,28.59
-13.5,251.5,28.44
-13.0,251.5,28.3
-12.5,251.5,28.44
-12.0,251.5,28.44
